18/08/2020	11:00
######	######	######	######
Input parameter	Value		
Start phase (Rad)	0.0000000000
Phase step (Rad)	1.0000000000
End phase (Rad)	50000.0000000000
Pulse 1 start time after trigger (ms)	0.1200000000
Pulse 2 start time after trigger (ms)	0.7200000000
Loop averages	1.0000000000
Sweep rate (Hz/s)	0.0000000000
k_eff  (m^-1)	0.0000000000
Pi pulse (us)	4.5000000000
Pulse separation  (ms)	3.0000000000
######	######	######	######	######
Laser phase (deg)	Average1	Standard Deviation	Average Population	Best fit
12583.961	0.363	NaN	0.363	0.329
12585.300	0.324	NaN	0.324	0.326
12575.004	0.336	NaN	0.336	0.336
12589.186	0.360	NaN	0.360	0.335
12585.579	0.304	NaN	0.304	0.327
12586.352	0.292	NaN	0.292	0.330
12583.817	0.358	NaN	0.358	0.330
12583.231	0.337	NaN	0.337	0.333
12582.428	0.326	NaN	0.326	0.336
12584.111	0.364	NaN	0.364	0.328
12578.520	0.347	NaN	0.347	0.326
12584.817	0.335	NaN	0.335	0.326
12585.809	0.296	NaN	0.296	0.328
12567.292	0.328	NaN	0.328	0.329
12588.992	0.367	NaN	0.367	0.335
12577.887	0.335	NaN	0.335	0.328
12590.059	0.342	NaN	0.342	0.330
12585.035	0.340	NaN	0.340	0.326
12583.305	0.366	NaN	0.366	0.333
12580.583	0.306	NaN	0.306	0.333
12579.754	0.362	NaN	0.362	0.329
12578.715	0.367	NaN	0.367	0.326
12586.578	0.286	NaN	0.286	0.331
12585.663	0.327	NaN	0.327	0.327
12582.046	0.308	NaN	0.308	0.337
12587.552	0.327	NaN	0.327	0.336
12582.886	0.333	NaN	0.333	0.335
12579.253	0.359	NaN	0.359	0.327
12586.597	0.286	NaN	0.286	0.331
12575.339	0.325	NaN	0.325	0.337
12582.388	0.310	NaN	0.310	0.336
12588.956	0.357	NaN	0.357	0.336
12587.252	0.309	NaN	0.309	0.335
12588.355	0.358	NaN	0.358	0.337
12592.972	0.335	NaN	0.335	0.332
12584.092	0.351	NaN	0.351	0.328
12579.449	0.357	NaN	0.357	0.327
12593.729	0.363	NaN	0.363	0.336
12583.573	0.356	NaN	0.356	0.331
12580.113	0.317	NaN	0.317	0.330
12565.056	0.306	NaN	0.306	0.329
12580.863	0.305	NaN	0.305	0.334
12581.511	0.288	NaN	0.288	0.337
12579.123	0.364	NaN	0.364	0.326
12599.899	0.357	NaN	0.357	0.335
12586.099	0.300	NaN	0.300	0.329
12582.499	0.347	NaN	0.347	0.336
12588.001	0.366	NaN	0.366	0.337
12583.320	0.367	NaN	0.367	0.332
12590.780	0.313	NaN	0.313	0.327
12574.484	0.352	NaN	0.352	0.334
12577.374	0.349	NaN	0.349	0.331
12578.059	0.356	NaN	0.356	0.327
12582.487	0.323	NaN	0.323	0.336
12587.569	0.320	NaN	0.320	0.336
12583.068	0.338	NaN	0.338	0.334
12586.777	0.300	NaN	0.300	0.332
12590.125	0.353	NaN	0.353	0.330
12584.394	0.366	NaN	0.366	0.327
12585.295	0.315	NaN	0.315	0.326
12584.179	0.363	NaN	0.363	0.328
12583.014	0.346	NaN	0.346	0.334
12581.678	0.291	NaN	0.291	0.337
12584.572	0.353	NaN	0.353	0.327
12592.321	0.301	NaN	0.301	0.329
12584.238	0.366	NaN	0.366	0.328
12585.931	0.295	NaN	0.295	0.328
12582.069	0.296	NaN	0.296	0.337
12579.653	0.347	NaN	0.347	0.328
12582.762	0.335	NaN	0.335	0.335
12586.478	0.290	NaN	0.290	0.331
12574.553	0.340	NaN	0.340	0.334
12579.671	0.344	NaN	0.344	0.328
12581.497	0.285	NaN	0.285	0.337
12583.593	0.361	NaN	0.361	0.331
12587.301	0.318	NaN	0.318	0.335
12577.871	0.339	NaN	0.339	0.328
12583.062	0.347	NaN	0.347	0.334
12587.765	0.333	NaN	0.333	0.337
12585.736	0.308	NaN	0.308	0.327
12581.927	0.303	NaN	0.303	0.337
12577.612	0.324	NaN	0.324	0.329
12584.385	0.361	NaN	0.361	0.327
12581.118	0.289	NaN	0.289	0.335
12582.667	0.340	NaN	0.340	0.336
12585.502	0.314	NaN	0.314	0.327
12583.944	0.375	NaN	0.375	0.329
12586.604	0.292	NaN	0.292	0.331
12586.446	0.300	NaN	0.300	0.331
12583.359	0.363	NaN	0.363	0.332
12582.344	0.332	NaN	0.332	0.337
12586.060	0.300	NaN	0.300	0.329
12582.178	0.309	NaN	0.309	0.337
12589.960	0.337	NaN	0.337	0.331
12581.971	0.320	NaN	0.320	0.337
12584.079	0.370	NaN	0.370	0.329
12585.329	0.320	NaN	0.320	0.326
12582.270	0.319	NaN	0.319	0.337
12582.549	0.323	NaN	0.323	0.336
12595.877	0.314	NaN	0.314	0.333
12590.152	0.337	NaN	0.337	0.330
12580.120	0.325	NaN	0.325	0.330
12583.479	0.361	NaN	0.361	0.332
12578.894	0.364	NaN	0.364	0.326
12576.680	0.299	NaN	0.299	0.334
12579.585	0.352	NaN	0.352	0.328
12587.000	0.304	NaN	0.304	0.334
12585.962	0.303	NaN	0.303	0.328
12587.689	0.315	NaN	0.315	0.336
12587.314	0.312	NaN	0.312	0.335
12583.546	0.363	NaN	0.363	0.331
12585.418	0.321	NaN	0.321	0.326
12581.588	0.294	NaN	0.294	0.337
12586.888	0.294	NaN	0.294	0.333
12587.253	0.298	NaN	0.298	0.335
12578.457	0.363	NaN	0.363	0.326
12587.766	0.341	NaN	0.341	0.337
12578.895	0.371	NaN	0.371	0.326
12578.028	0.355	NaN	0.355	0.328
12591.730	0.294	NaN	0.294	0.327
12587.031	0.301	NaN	0.301	0.334
12587.809	0.334	NaN	0.334	0.337
12580.232	0.322	NaN	0.322	0.331
12585.055	0.351	NaN	0.351	0.326
12587.180	0.295	NaN	0.295	0.334
12582.620	0.325	NaN	0.325	0.336
12585.879	0.299	NaN	0.299	0.328
12578.797	0.369	NaN	0.369	0.326
12579.213	0.367	NaN	0.367	0.327
12580.160	0.329	NaN	0.329	0.331
12580.816	0.292	NaN	0.292	0.334
12578.557	0.359	NaN	0.359	0.326
12580.613	0.301	NaN	0.301	0.333
12582.988	0.339	NaN	0.339	0.334
12579.053	0.365	NaN	0.365	0.326
12594.756	0.358	NaN	0.358	0.337
12584.211	0.364	NaN	0.364	0.328
12568.689	0.357	NaN	0.357	0.336
12584.099	0.367	NaN	0.367	0.328
12577.289	0.317	NaN	0.317	0.331
12582.401	0.320	NaN	0.320	0.336
12580.335	0.328	NaN	0.328	0.332
12578.467	0.369	NaN	0.369	0.326
12588.414	0.354	NaN	0.354	0.337
12579.792	0.354	NaN	0.354	0.329
12578.097	0.359	NaN	0.359	0.327
12578.807	0.367	NaN	0.367	0.326
12581.267	0.292	NaN	0.292	0.336
12584.039	0.369	NaN	0.369	0.329
12579.491	0.363	NaN	0.363	0.327
12586.572	0.287	NaN	0.287	0.331
12586.440	0.294	NaN	0.294	0.331
12586.741	0.298	NaN	0.298	0.332
12584.978	0.350	NaN	0.350	0.326
12587.431	0.303	NaN	0.303	0.336
12584.364	0.359	NaN	0.359	0.327
12580.367	0.314	NaN	0.314	0.332
12575.014	0.327	NaN	0.327	0.336
12585.012	0.331	NaN	0.331	0.326
12591.173	0.298	NaN	0.298	0.326
12593.480	0.366	NaN	0.366	0.335
12579.125	0.362	NaN	0.362	0.326
12580.825	0.303	NaN	0.303	0.334
12579.815	0.334	NaN	0.334	0.329
12583.026	0.355	NaN	0.355	0.334
12579.862	0.340	NaN	0.340	0.329
12587.072	0.296	NaN	0.296	0.334
12588.612	0.365	NaN	0.365	0.337
12584.672	0.347	NaN	0.347	0.326
12585.107	0.327	NaN	0.327	0.326
12582.456	0.310	NaN	0.310	0.336
12583.832	0.363	NaN	0.363	0.330
12596.434	0.290	NaN	0.290	0.330
12585.611	0.310	NaN	0.310	0.327
12586.434	0.290	NaN	0.290	0.331
12577.591	0.333	NaN	0.333	0.329
12591.193	0.294	NaN	0.294	0.326
12584.974	0.332	NaN	0.332	0.326
12584.375	0.364	NaN	0.364	0.327
12583.776	0.362	NaN	0.362	0.330
12585.319	0.315	NaN	0.315	0.326
12580.547	0.307	NaN	0.307	0.333
12580.141	0.320	NaN	0.320	0.330
12583.115	0.354	NaN	0.354	0.334
12587.408	0.324	NaN	0.324	0.335
12579.294	0.355	NaN	0.355	0.327
12601.843	0.287	NaN	0.287	0.334
12578.641	0.358	NaN	0.358	0.326
12587.227	0.296	NaN	0.296	0.335
12583.675	0.362	NaN	0.362	0.331
12577.873	0.355	NaN	0.355	0.328
12581.976	0.305	NaN	0.305	0.337
12586.263	0.288	NaN	0.288	0.330
12577.554	0.332	NaN	0.332	0.330
12585.763	0.302	NaN	0.302	0.327
12582.715	0.345	NaN	0.345	0.335
12586.275	0.291	NaN	0.291	0.330
12581.935	0.289	NaN	0.289	0.337
12582.920	0.344	NaN	0.344	0.335
12588.334	0.348	NaN	0.348	0.337
12586.079	0.297	NaN	0.297	0.329
12577.074	0.313	NaN	0.313	0.332
12580.220	0.312	NaN	0.312	0.331
12583.929	0.367	NaN	0.367	0.329
12585.788	0.318	NaN	0.318	0.327
12580.533	0.311	NaN	0.311	0.333
12584.870	0.352	NaN	0.352	0.326
12595.434	0.320	NaN	0.320	0.335
12586.830	0.299	NaN	0.299	0.333
12579.828	0.339	NaN	0.339	0.329
12581.107	0.297	NaN	0.297	0.335
12591.482	0.289	NaN	0.289	0.326
12579.688	0.333	NaN	0.333	0.328
12585.153	0.328	NaN	0.328	0.326
12580.882	0.306	NaN	0.306	0.334
12582.883	0.332	NaN	0.332	0.335
12581.792	0.291	NaN	0.291	0.337
12579.356	0.354	NaN	0.354	0.327
12591.684	0.285	NaN	0.285	0.326
12584.464	0.361	NaN	0.361	0.327
12583.917	0.366	NaN	0.366	0.329
12580.531	0.313	NaN	0.313	0.333
12584.383	0.352	NaN	0.352	0.327
12591.484	0.297	NaN	0.297	0.326
12582.364	0.312	NaN	0.312	0.337
12569.753	0.313	NaN	0.313	0.337
12590.844	0.307	NaN	0.307	0.327
12591.378	0.289	NaN	0.289	0.326
12594.366	0.368	NaN	0.368	0.337
12579.803	0.333	NaN	0.333	0.329
12595.270	0.333	NaN	0.333	0.335
12586.216	0.296	NaN	0.296	0.329
12583.196	0.356	NaN	0.356	0.333
12586.385	0.291	NaN	0.291	0.330
12580.955	0.302	NaN	0.302	0.335
12586.276	0.293	NaN	0.293	0.330
12590.584	0.303	NaN	0.303	0.328
12585.860	0.309	NaN	0.309	0.328
12585.907	0.302	NaN	0.302	0.328
12589.197	0.369	NaN	0.369	0.335
12589.552	0.353	NaN	0.353	0.333
12580.555	0.301	NaN	0.301	0.333
12586.122	0.291	NaN	0.291	0.329
12580.862	0.297	NaN	0.297	0.334
12583.664	0.354	NaN	0.354	0.331
12576.564	0.288	NaN	0.288	0.335
12586.985	0.300	NaN	0.300	0.333
12581.440	0.295	NaN	0.295	0.336
12590.012	0.353	NaN	0.353	0.330
12583.258	0.352	NaN	0.352	0.333
12586.074	0.297	NaN	0.297	0.329
12582.805	0.321	NaN	0.321	0.335
12586.081	0.288	NaN	0.288	0.329
12589.212	0.362	NaN	0.362	0.334
12588.153	0.328	NaN	0.328	0.337
12581.742	0.295	NaN	0.295	0.337
12587.470	0.304	NaN	0.304	0.336
12583.244	0.355	NaN	0.355	0.333
12583.050	0.346	NaN	0.346	0.334
12578.609	0.369	NaN	0.369	0.326
12588.113	0.355	NaN	0.355	0.337
12596.292	0.299	NaN	0.299	0.330
12583.289	0.355	NaN	0.355	0.333
12584.366	0.366	NaN	0.366	0.327
12584.751	0.335	NaN	0.335	0.326
12583.966	0.369	NaN	0.369	0.329
12576.883	0.302	NaN	0.302	0.333
12586.064	0.292	NaN	0.292	0.329
12591.172	0.293	NaN	0.293	0.326
12581.168	0.295	NaN	0.295	0.336
12588.829	0.362	NaN	0.362	0.336
12574.949	0.340	NaN	0.340	0.336
12580.192	0.334	NaN	0.334	0.331
12579.829	0.360	NaN	0.360	0.329
12585.273	0.335	NaN	0.335	0.326
12590.118	0.350	NaN	0.350	0.330
12588.926	0.366	NaN	0.366	0.336
12587.756	0.332	NaN	0.332	0.337
12587.398	0.316	NaN	0.316	0.335
12582.878	0.348	NaN	0.348	0.335
12583.649	0.361	NaN	0.361	0.331
12581.732	0.291	NaN	0.291	0.337
12585.518	0.317	NaN	0.317	0.327
12581.467	0.291	NaN	0.291	0.337
12586.314	0.299	NaN	0.299	0.330
12580.899	0.304	NaN	0.304	0.334
12566.189	0.295	NaN	0.295	0.326
12590.980	0.299	NaN	0.299	0.326
12577.288	0.317	NaN	0.317	0.331
12579.159	0.370	NaN	0.370	0.326
12589.334	0.368	NaN	0.368	0.334
12590.293	0.336	NaN	0.336	0.329
12581.025	0.293	NaN	0.293	0.335
12580.520	0.318	NaN	0.318	0.333
12575.480	0.306	NaN	0.306	0.337
12592.413	0.317	NaN	0.317	0.329
12591.009	0.311	NaN	0.311	0.326
12578.258	0.356	NaN	0.356	0.327
12580.671	0.299	NaN	0.299	0.333
12583.374	0.366	NaN	0.366	0.332
12584.578	0.361	NaN	0.361	0.327
12577.526	0.340	NaN	0.340	0.330
12589.566	0.364	NaN	0.364	0.333
12578.284	0.372	NaN	0.372	0.327
12561.399	0.296	NaN	0.296	0.331
12579.336	0.362	NaN	0.362	0.327
12589.157	0.367	NaN	0.367	0.335
12583.357	0.361	NaN	0.361	0.332
12582.728	0.332	NaN	0.332	0.335
12580.179	0.330	NaN	0.330	0.331
12592.865	0.346	NaN	0.346	0.331
12567.781	0.325	NaN	0.325	0.332
12579.964	0.343	NaN	0.343	0.330
12582.516	0.324	NaN	0.324	0.336
12580.319	0.308	NaN	0.308	0.331
12577.949	0.339	NaN	0.339	0.328
12586.212	0.289	NaN	0.289	0.329
12590.371	0.320	NaN	0.320	0.328
12585.391	0.318	NaN	0.318	0.326
12580.231	0.322	NaN	0.322	0.331
12581.140	0.296	NaN	0.296	0.335
12584.855	0.352	NaN	0.352	0.326
12588.348	0.343	NaN	0.343	0.337
12581.650	0.295	NaN	0.295	0.337
12594.943	0.332	NaN	0.332	0.336
12588.385	0.364	NaN	0.364	0.337
12586.815	0.294	NaN	0.294	0.333
12576.189	0.292	NaN	0.292	0.336
12587.066	0.290	NaN	0.290	0.334
12579.027	0.368	NaN	0.368	0.326
12585.881	0.295	NaN	0.295	0.328
12582.135	0.299	NaN	0.299	0.337
12578.458	0.359	NaN	0.359	0.326
12593.265	0.358	NaN	0.358	0.333
12575.952	0.293	NaN	0.293	0.337
12587.536	0.323	NaN	0.323	0.336
12578.516	0.365	NaN	0.365	0.326
12586.486	0.292	NaN	0.292	0.331
12585.792	0.308	NaN	0.308	0.328
12582.959	0.337	NaN	0.337	0.334
12582.689	0.330	NaN	0.330	0.335
12581.580	0.293	NaN	0.293	0.337
12580.197	0.327	NaN	0.327	0.331
12588.851	0.366	NaN	0.366	0.336
12588.123	0.347	NaN	0.347	0.337
12587.686	0.328	NaN	0.328	0.336
12588.920	0.367	NaN	0.367	0.336
12578.882	0.370	NaN	0.370	0.326
12582.970	0.342	NaN	0.342	0.334
12579.601	0.356	NaN	0.356	0.328
12582.530	0.309	NaN	0.309	0.336
12577.599	0.326	NaN	0.326	0.329
12582.356	0.313	NaN	0.313	0.337
12579.467	0.343	NaN	0.343	0.327
12581.802	0.308	NaN	0.308	0.337
12577.549	0.319	NaN	0.319	0.330
12588.530	0.357	NaN	0.357	0.337
12574.256	0.363	NaN	0.363	0.333
12583.276	0.362	NaN	0.362	0.333
12583.655	0.368	NaN	0.368	0.331
12578.543	0.365	NaN	0.365	0.326
12576.633	0.294	NaN	0.294	0.335
12586.984	0.300	NaN	0.300	0.333
12576.319	0.296	NaN	0.296	0.336
12573.348	0.369	NaN	0.369	0.328
12570.467	0.296	NaN	0.296	0.334
12591.128	0.294	NaN	0.294	0.326
12581.247	0.289	NaN	0.289	0.336
12587.233	0.299	NaN	0.299	0.335
12592.065	0.291	NaN	0.291	0.327
12583.918	0.365	NaN	0.365	0.329
12589.450	0.361	NaN	0.361	0.333
12592.594	0.301	NaN	0.301	0.330
12588.121	0.345	NaN	0.345	0.337
12590.655	0.310	NaN	0.310	0.327
12574.353	0.358	NaN	0.358	0.333
12585.386	0.325	NaN	0.325	0.326
12576.745	0.295	NaN	0.295	0.334
12586.035	0.298	NaN	0.298	0.329
12583.737	0.362	NaN	0.362	0.330
12584.594	0.355	NaN	0.355	0.327
12577.265	0.324	NaN	0.324	0.331
12587.305	0.320	NaN	0.320	0.335
12585.349	0.336	NaN	0.336	0.326
12579.213	0.370	NaN	0.370	0.327
12585.791	0.301	NaN	0.301	0.328
12583.757	0.374	NaN	0.374	0.330
12592.630	0.329	NaN	0.329	0.330
12577.913	0.360	NaN	0.360	0.328
12584.115	0.366	NaN	0.366	0.328
12583.843	0.367	NaN	0.367	0.330
12589.516	0.366	NaN	0.366	0.333
12585.056	0.342	NaN	0.342	0.326
12586.245	0.293	NaN	0.293	0.330
12578.979	0.372	NaN	0.372	0.326
12578.221	0.358	NaN	0.358	0.327
12586.396	0.299	NaN	0.299	0.330
12573.777	0.369	NaN	0.369	0.330
12603.127	0.350	NaN	0.350	0.328
12598.291	0.355	NaN	0.355	0.327
12595.894	0.302	NaN	0.302	0.332
12588.391	0.365	NaN	0.365	0.337
12576.555	0.293	NaN	0.293	0.335
12583.253	0.360	NaN	0.360	0.333
12583.732	0.367	NaN	0.367	0.330
12575.161	0.307	NaN	0.307	0.336
12576.364	0.293	NaN	0.293	0.336
12582.811	0.352	NaN	0.352	0.335
12583.694	0.368	NaN	0.368	0.330
12585.708	0.308	NaN	0.308	0.327
12588.637	0.359	NaN	0.359	0.337
12590.262	0.326	NaN	0.326	0.329
12585.098	0.336	NaN	0.336	0.326
12585.214	0.325	NaN	0.325	0.326
12590.765	0.304	NaN	0.304	0.327
12580.816	0.305	NaN	0.305	0.334
12581.280	0.291	NaN	0.291	0.336
12579.471	0.348	NaN	0.348	0.327
12586.825	0.299	NaN	0.299	0.333
12588.825	0.364	NaN	0.364	0.336
12574.610	0.351	NaN	0.351	0.334
12575.291	0.320	NaN	0.320	0.337
12580.070	0.335	NaN	0.335	0.330
12590.119	0.329	NaN	0.329	0.330
12579.859	0.339	NaN	0.339	0.329
12586.131	0.301	NaN	0.301	0.329
12580.037	0.314	NaN	0.314	0.330
12578.027	0.364	NaN	0.364	0.328
12571.968	0.302	NaN	0.302	0.327
12582.130	0.300	NaN	0.300	0.337
12580.080	0.341	NaN	0.341	0.330
12586.233	0.289	NaN	0.289	0.329
12579.165	0.366	NaN	0.366	0.327
12596.010	0.304	NaN	0.304	0.332
12588.123	0.343	NaN	0.343	0.337
12582.972	0.347	NaN	0.347	0.334
12578.197	0.361	NaN	0.361	0.327
12579.139	0.364	NaN	0.364	0.326
12580.177	0.322	NaN	0.322	0.331
12580.246	0.310	NaN	0.310	0.331
12586.163	0.297	NaN	0.297	0.329
12583.308	0.351	NaN	0.351	0.333
12583.677	0.365	NaN	0.365	0.331
12579.737	0.341	NaN	0.341	0.328
12583.159	0.360	NaN	0.360	0.333
12581.988	0.298	NaN	0.298	0.337
12586.851	0.289	NaN	0.289	0.333
12588.358	0.359	NaN	0.359	0.337
12581.530	0.287	NaN	0.287	0.337
12583.764	0.367	NaN	0.367	0.330
12581.434	0.293	NaN	0.293	0.336
12586.409	0.288	NaN	0.288	0.330
12587.744	0.318	NaN	0.318	0.336
12580.849	0.300	NaN	0.300	0.334
12587.498	0.329	NaN	0.329	0.336
12590.302	0.333	NaN	0.333	0.329
12576.419	0.294	NaN	0.294	0.335
12581.315	0.293	NaN	0.293	0.336
12585.918	0.299	NaN	0.299	0.328
12578.233	0.354	NaN	0.354	0.327
12590.124	0.322	NaN	0.322	0.330
12582.786	0.353	NaN	0.353	0.335
12579.591	0.349	NaN	0.349	0.328
12581.793	0.291	NaN	0.291	0.337
12577.652	0.327	NaN	0.327	0.329
12584.768	0.344	NaN	0.344	0.326
12598.233	0.333	NaN	0.333	0.327
12583.957	0.364	NaN	0.364	0.329
12580.029	0.334	NaN	0.334	0.330
12586.759	0.290	NaN	0.290	0.332
12579.875	0.343	NaN	0.343	0.329
12579.420	0.358	NaN	0.358	0.327
12584.766	0.340	NaN	0.340	0.326
12581.626	0.291	NaN	0.291	0.337
12584.967	0.338	NaN	0.338	0.326
12576.859	0.291	NaN	0.291	0.333
12589.027	0.363	NaN	0.363	0.335
12585.722	0.302	NaN	0.302	0.327
12580.711	0.294	NaN	0.294	0.334
12581.333	0.286	NaN	0.286	0.336
12586.570	0.293	NaN	0.293	0.331
12591.039	0.293	NaN	0.293	0.326
12588.271	0.347	NaN	0.347	0.337
12584.676	0.355	NaN	0.355	0.326
12582.532	0.332	NaN	0.332	0.336
12591.184	0.287	NaN	0.287	0.326
12582.176	0.305	NaN	0.305	0.337
12580.783	0.305	NaN	0.305	0.334
12584.113	0.366	NaN	0.366	0.328
12585.176	0.341	NaN	0.341	0.326
12587.823	0.342	NaN	0.342	0.337
12589.055	0.367	NaN	0.367	0.335
12585.879	0.293	NaN	0.293	0.328
12589.977	0.356	NaN	0.356	0.330
12582.585	0.328	NaN	0.328	0.336
12582.958	0.347	NaN	0.347	0.334
12585.074	0.330	NaN	0.330	0.326
12580.325	0.342	NaN	0.342	0.331
12584.673	0.347	NaN	0.347	0.326
12585.831	0.301	NaN	0.301	0.328
12587.625	0.323	NaN	0.323	0.336
12584.343	0.362	NaN	0.362	0.327
12586.843	0.292	NaN	0.292	0.333
12583.019	0.352	NaN	0.352	0.334
12587.529	0.317	NaN	0.317	0.336
12580.275	0.316	NaN	0.316	0.331
12581.414	0.288	NaN	0.288	0.336
12583.678	0.371	NaN	0.371	0.331
12576.637	0.289	NaN	0.289	0.335
12576.537	0.290	NaN	0.290	0.335
12576.677	0.289	NaN	0.289	0.334
12583.123	0.350	NaN	0.350	0.334
12581.413	0.289	NaN	0.289	0.336
12588.721	0.369	NaN	0.369	0.336
12584.096	0.366	NaN	0.366	0.328
12575.762	0.300	NaN	0.300	0.337
12583.181	0.357	NaN	0.357	0.333
12582.564	0.319	NaN	0.319	0.336
12586.721	0.298	NaN	0.298	0.332
12586.096	0.293	NaN	0.293	0.329
12583.585	0.368	NaN	0.368	0.331
12587.859	0.328	NaN	0.328	0.337
12577.152	0.321	NaN	0.321	0.332
12593.764	0.368	NaN	0.368	0.336
12583.108	0.354	NaN	0.354	0.334
12591.045	0.297	NaN	0.297	0.326
12585.474	0.326	NaN	0.326	0.327
12583.915	0.370	NaN	0.370	0.329
12575.213	0.318	NaN	0.318	0.337
12586.259	0.288	NaN	0.288	0.330
12588.121	0.354	NaN	0.354	0.337
12581.328	0.284	NaN	0.284	0.336
12590.744	0.310	NaN	0.310	0.327
12580.724	0.300	NaN	0.300	0.334
12581.906	0.292	NaN	0.292	0.337
12581.320	0.285	NaN	0.285	0.336
12586.696	0.287	NaN	0.287	0.332
12581.332	0.286	NaN	0.286	0.336
12588.649	0.364	NaN	0.364	0.337
12583.070	0.347	NaN	0.347	0.334
12581.297	0.284	NaN	0.284	0.336
12583.392	0.371	NaN	0.371	0.332
12592.124	0.301	NaN	0.301	0.328
12585.675	0.301	NaN	0.301	0.327
12589.370	0.367	NaN	0.367	0.334
12583.068	0.340	NaN	0.340	0.334
12594.552	0.360	NaN	0.360	0.337
12578.387	0.360	NaN	0.360	0.326
12578.848	0.372	NaN	0.372	0.326
12587.683	0.331	NaN	0.331	0.336
12598.211	0.349	NaN	0.349	0.327
12569.402	0.351	NaN	0.351	0.337
12576.500	0.287	NaN	0.287	0.335
12592.663	0.316	NaN	0.316	0.330
12587.163	0.308	NaN	0.308	0.334
12593.809	0.355	NaN	0.355	0.336
12577.808	0.366	NaN	0.366	0.328
12596.098	0.279	NaN	0.279	0.331
12569.369	0.344	NaN	0.344	0.337
12594.722	0.354	NaN	0.354	0.337
12586.211	0.287	NaN	0.287	0.329
12575.257	0.289	NaN	0.289	0.337
12575.350	0.304	NaN	0.304	0.337
12584.063	0.369	NaN	0.369	0.329
12591.393	0.288	NaN	0.288	0.326
12566.378	0.282	NaN	0.282	0.326
12586.819	0.283	NaN	0.283	0.333
12592.090	0.297	NaN	0.297	0.328
12587.217	0.312	NaN	0.312	0.335
12578.288	0.354	NaN	0.354	0.327
12573.894	0.365	NaN	0.365	0.331
12574.859	0.345	NaN	0.345	0.335
12578.678	0.363	NaN	0.363	0.326
12590.130	0.311	NaN	0.311	0.330
12589.755	0.344	NaN	0.344	0.332
12586.604	0.286	NaN	0.286	0.331
12579.203	0.366	NaN	0.366	0.327
12588.003	0.345	NaN	0.345	0.337
12580.479	0.295	NaN	0.295	0.332
12588.990	0.363	NaN	0.363	0.335
12585.721	0.291	NaN	0.291	0.327
12582.137	0.298	NaN	0.298	0.337
12583.808	0.367	NaN	0.367	0.330
12586.439	0.281	NaN	0.281	0.331
12586.492	0.281	NaN	0.281	0.331
12578.924	0.370	NaN	0.370	0.326
12579.832	0.341	NaN	0.341	0.329
12584.358	0.364	NaN	0.364	0.327
12583.355	0.358	NaN	0.358	0.332
12578.388	0.356	NaN	0.356	0.326
12580.061	0.316	NaN	0.316	0.330
12586.433	0.290	NaN	0.290	0.331
12581.820	0.294	NaN	0.294	0.337
12582.611	0.326	NaN	0.326	0.336
12587.570	0.327	NaN	0.327	0.336
12578.275	0.373	NaN	0.373	0.327
12577.232	0.316	NaN	0.316	0.331
12580.916	0.283	NaN	0.283	0.335
12592.803	0.324	NaN	0.324	0.331
12578.341	0.361	NaN	0.361	0.327
12587.898	0.358	NaN	0.358	0.337
12588.781	0.372	NaN	0.372	0.336
12591.111	0.286	NaN	0.286	0.326
12584.636	0.361	NaN	0.361	0.327
12588.827	0.375	NaN	0.375	0.336
12581.961	0.301	NaN	0.301	0.337
12581.742	0.284	NaN	0.284	0.337
12581.396	0.279	NaN	0.279	0.336
12586.859	0.288	NaN	0.288	0.333
12574.291	0.357	NaN	0.357	0.333
12580.525	0.294	NaN	0.294	0.333
12590.000	0.334	NaN	0.334	0.330
12587.113	0.301	NaN	0.301	0.334
12585.942	0.295	NaN	0.295	0.328
12588.380	0.369	NaN	0.369	0.337
12584.592	0.341	NaN	0.341	0.327
12581.905	0.289	NaN	0.289	0.337
12575.858	0.296	NaN	0.296	0.337
12589.823	0.341	NaN	0.341	0.331
12582.852	0.334	NaN	0.334	0.335
12578.803	0.370	NaN	0.370	0.326
12583.404	0.355	NaN	0.355	0.332
12579.223	0.363	NaN	0.363	0.327
12581.098	0.286	NaN	0.286	0.335
12579.806	0.350	NaN	0.350	0.329
12585.520	0.327	NaN	0.327	0.327
12585.607	0.303	NaN	0.303	0.327
12589.123	0.374	NaN	0.374	0.335
12583.122	0.356	NaN	0.356	0.334
12587.393	0.304	NaN	0.304	0.335
12579.880	0.338	NaN	0.338	0.329
12582.169	0.309	NaN	0.309	0.337
12574.288	0.362	NaN	0.362	0.333
12584.596	0.361	NaN	0.361	0.327
12592.366	0.322	NaN	0.322	0.329
12585.247	0.310	NaN	0.310	0.326
12581.219	0.288	NaN	0.288	0.336
12588.238	0.353	NaN	0.353	0.337
12585.420	0.329	NaN	0.329	0.326
12579.580	0.351	NaN	0.351	0.328
12576.804	0.299	NaN	0.299	0.334
12581.009	0.288	NaN	0.288	0.335
12573.975	0.373	NaN	0.373	0.331
12583.254	0.372	NaN	0.372	0.333
12588.254	0.356	NaN	0.356	0.337
12576.229	0.283	NaN	0.283	0.336
12593.409	0.362	NaN	0.362	0.334
12580.282	0.325	NaN	0.325	0.331
12583.778	0.379	NaN	0.379	0.330
12573.951	0.361	NaN	0.361	0.331
12583.901	0.376	NaN	0.376	0.329
12577.760	0.355	NaN	0.355	0.329
12584.911	0.352	NaN	0.352	0.326
12575.403	0.298	NaN	0.298	0.337
